rt_id;sn;stop_cd;pattn_detail_id;is_active;lmt_spd;dist;topology
 VPCSDB-CR2;8;GATCS2A;Corredor Sur;1;80;10477;PC
 VPCSDB-CR2;9;CESCO1A;Corredor Sur;1;80;14178;PC
 VPCSDB-CR2;10;LLBCS2A;Corredor Sur;1;80;17191;PC
 VPCSDB-CR2;11;GCRCS2A;Corredor Sur;1;80;21214;PC
 VPCSDB-CR2;12;GCRJD4A;Corredor Sur;1;40;21939;PC
 VPCSDB-CR2;13;VERDB2A;Corredor Sur;1;40;22286;PC
 VPCSDB-CR2;14;CELDB2A;Corredor Sur;1;40;22726;PC
 VPCSDB-CR2;15;CIRCU2A;Corredor Sur;1;40;22976;PC
 VPCSDB-CR2;16;PIQDB4A;Corredor Sur;1;40;23339;PC
 VPCSDB-CR2;17;ESCDB2A;Corredor Sur;1;40;23563;PC
 VPCSDB-CR2;18;CANDB2A;Corredor Sur;1;40;24046;PC
 VPCSDB-CR2;19;CA6DB2A;Corredor Sur;1;30;24236;PC
 VPCSDB-CR2;20;C5CDB2A;Corredor Sur;1;40;24429;PC
 VPCSDB-CR2;21;SAUDB2A;Corredor Sur;1;40;24840;PC
 VPCSDB-CR2;22;CA4DB2A;Corredor Sur;1;40;25090;PC
 VPCSDB-CR2;23;C3BDB2A;Corredor Sur;1;40;25358;PC
 VPCSDB-CR2;24;CAL1C2A;Corredor Sur;1;40;25808;PC
 VPCSDB-CR2;25;CAL1C1A;Corredor Sur;1;40;26757;PC
 VPCSDI-NA2;1;PACHO ;Corredor Sur;1;40;0;PC
 VPCSDI-NA2;2;C26CT3A;Corredor Sur;1;40;4963;PC
 VPCSDI-NA2;3;C32CT3A;Corredor Sur;1;60;5480;PC
 VPCSDI-NA2;4;C41CT3A;Corredor Sur;1;60;6231;PC
 VPCSDI-NA2;5;C49CT3A;Corredor Sur;1;60;7145;PC
 VPCSDI-NA2;6;PAICT2A;Corredor Sur;1;60;7693;PC
 VPCSDI-NA2;7;GMAVI4A;Corredor Sur;1;60;7972;PC
 VPCSDI-NA2;8;GATCS2A;Corredor Sur;1;80;10477;PC
 VPCSDI-NA2;9;CESCO1A;Corredor Sur;1;80;14178;PC
 VPCSDI-NA2;10;LLBCS2A;Corredor Sur;1;80;17191;PC
 VPCSDI-NA2;11;GLACS2A;Corredor Sur;1;80;21161;PC
 VPCSDI-NA2;12;AMEPA2A;Corredor Sur;1;60;27250;PC
 VPCSDI-NA2;13;MANPA2A;Corredor Sur;1;60;28144;PC
 VPCSDI-NA2;14;PMAPA4A;Corredor Sur;1;60;28264;PC
 VPCSDI-NA2;15;INDPA2A;Corredor Sur;1;60;28748;PC
 VPD6P6-NA2;13;MANMN1A;PAnamericana_Ave. Jose Maria Tor;1;50;6562;PC
 VPD6P6-NA2;14;LNOMN1A;PAnamericana_Ave. Jose Maria Tor;1;50;6947;PC
 VPD6P6-NA2;15;NOGMN1A;PAnamericana_Ave. Jose Maria Tor;1;50;7197;PC
 VPD6P6-NA2;16;STMMN1A;PAnamericana_Ave. Jose Maria Tor;1;50;7637;PC
 VPD6P6-NA2;17;PREAL1A;PAnamericana_Ave. Jose Maria Tor;1;50;7790;PC
 VPD6P6-NA2;18;PREAL2A;PAnamericana_Ave. Jose Maria Tor;1;50;7959;PC
 VPD6SI-NA2;1;PADON ;PAnamericana_Ave. Jose Maria Tor;1;40;0;PC
 VPD6SI-NA2;2;PARED1A;PAnamericana_Ave. Jose Maria Tor;1;60;552;PC
 VPD6SI-NA2;3;CZIPA1A;PAnamericana_Ave. Jose Maria Tor;1;60;891;PC
 VPD6SI-NA2;4;CCATO4A;PAnamericana_Ave. Jose Maria Tor;1;60;1089;PC
 VPD6SI-NA2;5;ESTADAA;PAnamericana_Ave. Jose Maria Tor;1;60;1598;PC
 VPD6SI-NA2;6;ENCPA1A;PAnamericana_Ave. Jose Maria Tor;1;60;2591;PC
 VPD6SI-NA2;7;FONPA1A;PAnamericana_Ave. Jose Maria Tor;1;60;3298;PC
 VPD6SI-NA2;8;PESPA1A;PAnamericana_Ave. Jose Maria Tor;1;60;3734;PC
 VPD6SI-NA2;9;H24PA1A;PAnamericana_Ave. Jose Maria Tor;1;60;4137;PC
 VPD6SI-NA2;10;LOMPA1A;PAnamericana_Ave. Jose Maria Tor;1;60;4672;PC
 VPD6SI-NA2;11;INDPA1A;PAnamericana_Ave. Jose Maria Tor;1;60;5320;PC
 VPD6SI-NA2;12;PAGMN1A;PAnamericana_Ave. Jose Maria Tor;1;50;6281;PC
 VPD6SI-NA2;13;MANMN1A;PAnamericana_Ave. Jose Maria Tor;1;50;6562;PC
 VPD6SI-NA2;14;LNOMN1A;PAnamericana_Ave. Jose Maria Tor;1;50;6947;PC
 VPD6SI-NA2;15;NOGMN1A;PAnamericana_Ave. Jose Maria Tor;1;50;7197;PC
 VPD6SI-NA2;16;STMMN1A;PAnamericana_Ave. Jose Maria Tor;1;50;7637;PC
 VPD6SI-NA2;17;PREAL1A;PAnamericana_Ave. Jose Maria Tor;1;50;7790;PC
 VPD6SI-NA2;18;MONPE1A;PAnamericana_Ave. Jose Maria Tor;1;50;8712;PC
 VPD6SI-NA2;19;ESTAPEA;PAnamericana_Ave. Jose Maria Tor;1;40;8829;PC
 VPD6SI-NA2;20;YSAJO1A;PAnamericana_Ave. Jose Maria Tor;1;40;9733;PC
 VPHCC5-NA1;1;PACUR ;CAlle 50;1;40;0;PC
 VPHCC5-NA1;2;TECCE2A;CAlle 50;1;40;2310;PC
 VPHCC5-NA1;3;MSOCE1A;CAlle 50;1;60;3521;PC
 VPHCC5-NA1;4;C45JA3A;CAlle 50;1;60;4241;PC
 VPHCC5-NA1;5;GERJA3A;CAlle 50;1;60;4489;PC
 VPHCC5-NA1;6;HSBCL3A;CAlle 50;1;60;5269;PC
 VPHICV-NA1;1;PACUR ;Via Brasil;1;40;0;PC
 VPHICV-NA1;2;SERCE1A;Via Brasil;1;40;386;PC
 VPHICV-NA1;3;JPACE4A;Via Brasil;1;60;4656;PC
 VPHICV-NA1;4;VRACE1A;Via Brasil;1;60;5961;PC
 VPHICV-NA1;5;CRUVHVA;Via Brasil;1;60;7311;PC
 VPHKCN-NA1;1;PACUR ;Transistmica;1;40;0;PC
 VPHKCN-NA1;2;TECCE2A;Transistmica;1;40;2310;PC
 VPHKCN-NA1;3;VVETK2A;Transistmica;1;60;2857;PC
 VPHKCN-NA1;4;UNATK2A;Transistmica;1;60;3177;PC
 VPHKCN-NA1;5;CVANA2A;Transistmica;1;60;3897;PC
 VAMCNAL-P1;22;CELTK1A;Corredor Norte;1;60;8565;PA
 VAMCNAL-P1;23;CHITK1A;Corredor Norte;1;60;8812;PA
 VAMCNAL-P1;24;MILTK1A;Corredor Norte;1;60;9489;PA
 VAMCNAL-P1;25;BNPTK1A;Corredor Norte;1;60;9797;PA
 VAMCNAL-P1;26;CRUTK1A;Corredor Norte;1;60;10498;PA
 VAMCNAL-P1;27;TINCN1A;Corredor Norte;1;80;13568;PC
 VAMCNAL-P1;28;ALBROCA;Corredor Norte;1;40;26494;PA
 VAMCNEM-N1;1;AMANE2A;Corredor Norte;1;40;0;PA
 VAMCNEM-N1;2;VBOCB1A;Corredor Norte;1;40;281;PA
 VAMCNEM-N1;3;AVFCB1A;Corredor Norte;1;40;600;PA
 VAMCNEM-N1;4;BOLIV1A;Corredor Norte;1;40;960;PA
 VAMCNEM-N1;5;TERCB1A;Corredor Norte;1;40;1551;PA
 VAMCNEM-N1;6;C7BCB1A;Corredor Norte;1;40;1983;PA
 VAMCNEM-N1;7;C4BCB1A;Corredor Norte;1;40;2270;PA
 VAMCNEM-N1;8;MELCB1A;Corredor Norte;1;30;2830;PA
 VAMCNEM-N1;9;JUDCB1A;Corredor Norte;1;40;3220;PA
 VAMCNEM-N1;10;MOCON1A;Corredor Norte;1;60;3555;PA
 VPHKL2-NA1;1;PACUR ;Transistmica;1;40;0;PC
 VPHKL2-NA1;2;TECCE2A;Transistmica;1;40;2310;PC
 VPHKL2-NA1;3;VVETK2A;Transistmica;1;60;2857;PC
 VPHKL2-NA1;4;UNATK2A;Transistmica;1;60;3177;PC
 VPHKL2-NA1;5;GCVTM4A;Transistmica;1;60;3713;PC
 VPHKL2-NA1;6;LPAVA2A;Transistmica;1;60;4356;PC
 VAMCNEM-N1;11;ECATK4A;Corredor Norte;1;60;4016;PC
 VAMCNEM-N1;12;CABTK1A;Corredor Norte;1;60;4282;PA
 VAMCNEM-N1;13;FLOTK1A;Corredor Norte;1;60;4776;PA
 VAMCNEM-N1;14;EBETK1A;Corredor Norte;1;60;5457;PA
 VAMCNEM-N1;15;PLCTK1A;Corredor Norte;1;60;5662;PA
 VAMCNEM-N1;16;GONTK1A;Corredor Norte;1;60;6090;PA
 VAMCNEM-N1;17;LAJTK1A;Corredor Norte;1;60;6791;PA
 VAMCNEM-N1;18;PALTK1A;Corredor Norte;1;60;7191;PA
 VAMCNEM-N1;19;ROCTK1A;Corredor Norte;1;60;7545;PA
 VAMCNEM-N1;20;ULATK1A;Corredor Norte;1;60;7928;PA
 VAMCNEM-N1;21;ZAITK1A;Corredor Norte;1;60;8219;PA
 VAMCNEM-N1;22;CELTK1A;Corredor Norte;1;60;8565;PA
 VAMCNEM-N1;23;CHITK1A;Corredor Norte;1;60;8812;PA
 VAMCNEM-N1;24;MILTK1A;Corredor Norte;1;60;9489;PA
 VAMCNEM-N1;25;BNPTK1A;Corredor Norte;1;60;9797;PA
 VAMCNEM-N1;26;CRUTK1A;Corredor Norte;1;60;10498;PA
 VPONS1-NA2;7;ETAP11A;Corredor Norte;1;40;3526;PC
 VPONTE-NA2;1;PAOJO ;Corredor Norte;1;40;0;PC
 VPONTE-NA2;2;OJOAG2A;Corredor Norte;1;60;631;PC
 VPONTE-NA2;3;FULCB1A;Corredor Norte;1;40;2399;PC
 VPONTE-NA2;4;EPUSI1A;Corredor Norte;1;40;2761;PC
 VPONTE-NA2;5;POLIC1A;Corredor Norte;1;30;3152;PC
 VPONTE-NA2;6;ESCSL2A;Corredor Norte;1;30;3483;PC
 VPONTE-NA2;7;ET4SL2A;Corredor Norte;1;40;3768;PC
 VPONTE-NA2;8;C10SL2A;Corredor Norte;1;40;3931;PC
 VPONTE-NA2;9;GUASL2A;Corredor Norte;1;40;4076;PC
 VPONTE-NA2;10;STMSL2A;Corredor Norte;1;30;4474;PC
 VPONTE-NA2;11;SANTA2A;Corredor Norte;1;40;4834;PC
 VPONTE-NA2;12;ESTATCA;Corredor Norte;1;40;5770;PC
 VPONTR-NA2;1;PAOJO ;Corredor Norte;1;40;0;PC
 VPONTR-NA2;2;OJOAG2A;Corredor Norte;1;60;631;PC
 VPONTR-NA2;3;FULCB1A;Corredor Norte;1;40;2399;PC
 VPONTR-NA2;4;EPUSI1A;Corredor Norte;1;40;2761;PC
 VPONTR-NA2;5;POLIC1A;Corredor Norte;1;30;3152;PC
 VPONTR-NA2;6;CSTSL2A;Corredor Norte;1;40;3217;PC
 VPONTR-NA2;7;ESCSL2A;Corredor Norte;1;30;3548;PC
 VPONTR-NA2;8;ET4SL2A;Corredor Norte;1;40;3833;PC
 VPONTR-NA2;9;C10SL2A;Corredor Norte;1;40;3996;PC
 VPONTR-NA2;10;GUASL2A;Corredor Norte;1;40;4141;PC
 VPONTR-NA2;11;STMSL2A;Corredor Norte;1;30;4539;PC
 VPONTR-NA2;12;SANTA2A;Corredor Norte;1;40;4899;PC
 VPONTR-NA2;13;CSTCA1A;Corredor Norte;1;30;5403;PC
 VPONTR-NA2;14;CC5TC1A;Corredor Norte;1;40;5799;PC
 VPONTR-NA2;15;MIRTC1A;Corredor Norte;1;40;6170;PC
 VPONTR-NA2;16;TTOTC1A;Corredor Norte;1;40;6461;PC
 VPONVV-NA1;1;PAOJO ;Corredor Norte;1;40;0;PC
 VPONVV-NA1;2;OJOAG2A;Corredor Norte;1;60;631;PC
 VPONVV-NA1;3;TINCN1A;Corredor Norte;1;80;3925;PC
 VPONVV-NA1;4;GMSCN1A;Corredor Norte;1;80;12367;PC
 VPONVV-NA1;5;VVETK2A;Corredor Norte;1;60;14344;PC
 VPORAC-NA2;1;PAOJO ;Ave. Boyd Roosevelt;1;40;0;PC
 VPORAC-NA2;2;IBVTK1A;Ave. Boyd Roosevelt;1;60;906;PC
 VPORAC-NA2;3;ESTAN1A;Ave. Boyd Roosevelt;1;60;1247;PC
 VPORAE-NA2;1;PAOJO ;Ave. Boyd Roosevelt;1;40;0;PC
 VPORAE-NA2;2;IBVTK1A;Ave. Boyd Roosevelt;1;60;906;PC
 VPORAE-NA2;3;ANDINTA;Ave. Boyd Roosevelt;1;20;1241;PC
 VPORAE-NA2;4;ESTAN2A;Ave. Boyd Roosevelt;1;60;1471;PC
 VPOREA-NA2;1;PAOJO ;Ave. Boyd Roosevelt;1;40;0;PC
 VPOREA-NA2;2;OJOAG2A;Ave. Boyd Roosevelt;1;60;631;PC
 VPOREA-NA2;3;PMACN4A;Ave. Boyd Roosevelt;1;60;1017;PC
 VPOREA-NA2;4;ETITK3A;Ave. Boyd Roosevelt;1;40;1416;PC
 VPOREA-NA2;5;CSITK2A;Ave. Boyd Roosevelt;1;60;1624;PC
 VPOREA-NA2;6;MILTK2A;Ave. Boyd Roosevelt;1;60;2602;PC
 VPOREA-NA2;7;CHITK2A;Ave. Boyd Roosevelt;1;60;3286;PC
 VPOREA-NA2;8;CELTK2A;Ave. Boyd Roosevelt;1;60;3564;PC
 VPOREA-NA2;9;ZAITK2A;Ave. Boyd Roosevelt;1;60;3877;PC
 VPOREA-NA2;10;ULATK2A;Ave. Boyd Roosevelt;1;60;4117;PC
 VPOREA-NA2;11;ROCTK2A;Ave. Boyd Roosevelt;1;60;4545;PC
 VPOREA-NA2;12;PALTK2A;Ave. Boyd Roosevelt;1;60;4813;PC
 VPOREA-NA2;13;LAJTK2A;Ave. Boyd Roosevelt;1;60;5276;PC
 VPOREA-NA2;14;GONTK2A;Ave. Boyd Roosevelt;1;60;6040;PC
 VPOREA-NA2;15;EBETK2A;Ave. Boyd Roosevelt;1;60;6578;PC
 VPOREA-NA2;16;FLOTK2A;Ave. Boyd Roosevelt;1;60;7171;PC
 VPOREA-NA2;17;CABTK2A;Ave. Boyd Roosevelt;1;60;7782;PC
 VPOREA-NA2;18;MECCB2A;Ave. Boyd Roosevelt;1;60;8510;PC
 VPOREA-NA2;19;JUDCB2A;Ave. Boyd Roosevelt;1;40;8841;PC
 VPOREA-NA2;20;MELCB2A;Ave. Boyd Roosevelt;1;40;9282;PC
 VPOREA-NA2;21;C4BCB2A;Ave. Boyd Roosevelt;1;30;9804;PC
 VPOREA-NA2;22;C7BCB2A;Ave. Boyd Roosevelt;1;40;10141;PC
 VPOREA-NA2;23;TERCB2A;Ave. Boyd Roosevelt;1;40;10488;PC
 VPOREA-NA2;24;BOLIV2A;Ave. Boyd Roosevelt;1;40;10955;PC
 VPOREA-NA2;25;NATCB3A;Ave. Boyd Roosevelt;1;40;11201;PC
 VPOREA-NA2;26;AVFCB2A;Ave. Boyd Roosevelt;1;40;11515;PC
 VPOREA-NA2;27;BOLCB2A;Ave. Boyd Roosevelt;1;40;11761;PC
 VPOREA-NA2;28;AMANE1A;Ave. Boyd Roosevelt;1;40;12105;PC
 VPOREC-NA2;1;PAOJO ;Ave. Boyd Roosevelt;1;40;0;PC
 VPOREC-NA2;2;OJOAG2A;Ave. Boyd Roosevelt;1;60;631;PC
 VPOREC-NA2;3;PMACN4A;Ave. Boyd Roosevelt;1;60;1017;PC
 VPOREC-NA2;4;ETITK3A;Ave. Boyd Roosevelt;1;40;1416;PC
 VPOREC-NA2;5;CSITK2A;Ave. Boyd Roosevelt;1;60;1624;PC
 VPOREC-NA2;6;MILTK2A;Ave. Boyd Roosevelt;1;60;2602;PC
 VPOREC-NA2;7;CHITK2A;Ave. Boyd Roosevelt;1;60;3286;PC
 VPOREC-NA2;8;CELTK2A;Ave. Boyd Roosevelt;1;60;3564;PC
 VPOREC-NA2;9;ZAITK2A;Ave. Boyd Roosevelt;1;60;3877;PC
 VPOREC-NA2;10;ULATK2A;Ave. Boyd Roosevelt;1;60;4117;PC
 VPOREC-NA2;11;ROCTK2A;Ave. Boyd Roosevelt;1;60;4545;PC
 VPOREC-NA2;12;PALTK2A;Ave. Boyd Roosevelt;1;60;4813;PC
 VPOREC-NA2;13;LAJTK2A;Ave. Boyd Roosevelt;1;60;5276;PC
 VPOREC-NA2;14;GONTK2A;Ave. Boyd Roosevelt;1;60;6040;PC
 VPPTTO-NA2;6;BOSTM2A;Ave. Domingo Diaz_Panamericana;1;60;3704;PC
 VPPTTO-NA2;7;149TM3A;Ave. Domingo Diaz_Panamericana;1;60;3942;PC
 VPPTTO-NA2;8;ISTTM2A;Ave. Domingo Diaz_Panamericana;1;60;4697;PC
 VPPTTO-NA2;9;CARTM3A;Ave. Domingo Diaz_Panamericana;1;60;5157;PC
 VPPTTO-NA2;10;UTPTM2A;Ave. Domingo Diaz_Panamericana;1;60;5606;PC
 VPPTTO-NA2;11;GLOCS4A;Ave. Domingo Diaz_Panamericana;1;60;5934;PC
 VPPTTO-NA2;12;AMEPA2A;Ave. Domingo Diaz_Panamericana;1;60;6658;PC
 VPPTTO-NA2;13;MANPA2A;Ave. Domingo Diaz_Panamericana;1;60;7552;PC
 VPPTTO-NA2;14;PMAPA4A;Ave. Domingo Diaz_Panamericana;1;60;7672;PC
 VPPTTO-NA2;15;INDPA2A;Ave. Domingo Diaz_Panamericana;1;60;8156;PC
 VPPTTO-NA2;16;LOMPA2A;Ave. Domingo Diaz_Panamericana;1;60;8811;PC
 VPPTTO-NA2;17;DANPA3A;Ave. Domingo Diaz_Panamericana;1;60;9098;PC
 VPPTTO-NA2;18;H24PA2A;Ave. Domingo Diaz_Panamericana;1;60;9353;PC
 VPPTTO-NA2;19;PESPA2A;Ave. Domingo Diaz_Panamericana;1;60;9760;PC
 VPPTTO-NA2;20;FONPA2A;Ave. Domingo Diaz_Panamericana;1;60;10203;PC
 VPPTTO-NA2;21;ENCPA2A;Ave. Domingo Diaz_Panamericana;1;60;10944;PC
 VPPTTO-NA2;22;CRUCE1A;Ave. Domingo Diaz_Panamericana;1;50;12489;PC
 VPPTXA-NA2;1;PAPUE ;Ave. Domingo Diaz_Panamericana;1;40;0;PC
 VPPTXA-NA2;2;PUEBL4A;Ave. Domingo Diaz_Panamericana;1;60;350;PC
 VPPTXA-NA2;3;BSATM2A;Ave. Domingo Diaz_Panamericana;1;60;1022;PC
 VPPTXA-NA2;4;NCATM2A;Ave. Domingo Diaz_Panamericana;1;60;1869;PC
 VPPTXA-NA2;5;139TM2A;Ave. Domingo Diaz_Panamericana;1;40;3109;PC
 VPPUC1-NA2;1;PAPUE ;Ave. Domingo Diaz_Ave. Jose Agus;1;40;0;PC
 VPPUC1-NA2;2;VENVE2A;Ave. Domingo Diaz_Ave. Jose Agus;1;60;835;PC
 VPPUC1-NA2;3;PINVE2A;Ave. Domingo Diaz_Ave. Jose Agus;1;60;1701;PC
 VPPUC1-NA2;4;JUAVE2A;Ave. Domingo Diaz_Ave. Jose Agus;1;60;2427;PC
 VPPUC1-NA2;5;CA1CS3A;Ave. Domingo Diaz_Ave. Jose Agus;1;40;3068;PC
 VPPUC1-NA2;6;RABJD1A;Ave. Domingo Diaz_Ave. Jose Agus;1;40;3529;PC
 VPPUC1-NA2;7;CONCE1A;Ave. Domingo Diaz_Ave. Jose Agus;1;40;3871;PC
 VPPUEB-NA2;1;PAPUE ;Ave. Domingo Diaz_Ave. Jose Agus;1;40;0;PC
 VPPUEB-NA2;2;GUAVE1A;Ave. Domingo Diaz_Ave. Jose Agus;1;60;903;PC
 VPPUEB-NA2;3;SFEVE2A;Ave. Domingo Diaz_Ave. Jose Agus;1;60;1181;PC
 VPPUEB-NA2;4;SPSVE1A;Ave. Domingo Diaz_Ave. Jose Agus;1;60;1460;PC
 VPPUEB-NA2;5;SCOVE1A;Ave. Domingo Diaz_Ave. Jose Agus;1;60;1748;PC
 VPPUEB-NA2;6;SCSVE1A;Ave. Domingo Diaz_Ave. Jose Agus;1;60;2099;PC
 VPPUEB-NA2;7;PJDVE1A;Ave. Domingo Diaz_Ave. Jose Agus;1;60;2376;PC
 VPPUEB-NA2;8;ERFVE1A;Ave. Domingo Diaz_Ave. Jose Agus;1;60;2830;PC
 VPPUEB-NA2;9;POLVE1A;Ave. Domingo Diaz_Ave. Jose Agus;1;60;3118;PC
 VPPUEB-NA2;10;LIMVE1A;Ave. Domingo Diaz_Ave. Jose Agus;1;60;3386;PC
 VPPUEB-NA2;11;PCAVE1A;Ave. Domingo Diaz_Ave. Jose Agus;1;60;3605;PC
 VPPUEB-NA2;12;VLOVE1A;Ave. Domingo Diaz_Ave. Jose Agus;1;60;4316;PC
 VPPUEB-NA2;13;ETBVE1A;Ave. Domingo Diaz_Ave. Jose Agus;1;60;5022;PC
 VPPUJV-NA2;1;PAPUE ;Ave. Domingo Diaz_Ave. Jose Agus;1;40;0;PC
 VPPUJV-NA2;2;ESTLP2A;Ave. Domingo Diaz_Ave. Jose Agus;1;40;322;PC
 VPPUJV-NA2;3;BSATM2A;Ave. Domingo Diaz_Ave. Jose Agus;1;60;1022;PC
 VPPUJV-NA2;4;NCATM2A;Ave. Domingo Diaz_Ave. Jose Agus;1;60;1869;PC
 VPPUJV-NA2;5;JJVAL1A;Ave. Domingo Diaz_Ave. Jose Agus;1;60;2575;PC
 VPPUVL-NA2;1;PAPUE ;Ave. Domingo Diaz_Ave. Jose Agus;1;40;0;PC
 VPPUVL-NA2;2;VENVE2A;Ave. Domingo Diaz_Ave. Jose Agus;1;60;835;PA
 VPPUVL-NA2;3;PINVE2A;Ave. Domingo Diaz_Ave. Jose Agus;1;60;1701;PA
 VPPUVL-NA2;4;JUAVE2A;Ave. Domingo Diaz_Ave. Jose Agus;1;60;2427;PA
 VPPUVL-NA2;5;CA1CS3A;Ave. Domingo Diaz_Ave. Jose Agus;1;40;3068;PA
 VPPUVL-NA2;6;RABJD1A;Ave. Domingo Diaz_Ave. Jose Agus;1;40;3529;PA
 VPPUVL-NA2;7;CONCE1A;Ave. Domingo Diaz_Ave. Jose Agus;1;40;3871;PA
 VPPUVL-NA2;8;RAJJD1A;Ave. Domingo Diaz_Ave. Jose Agus;1;40;4402;PA
 VPPUVL-NA2;9;RAMJD1A;Ave. Domingo Diaz_Ave. Jose Agus;1;40;4879;PA
 VPPUVL-NA2;10;RARJD1A;Ave. Domingo Diaz_Ave. Jose Agus;1;40;5339;PA
 VPPUVL-NA2;11;GCRJD4A;Ave. Domingo Diaz_Ave. Jose Agus;1;40;5534;PC
 VPPUVL-NA2;12;VERDB2A;Ave. Domingo Diaz_Ave. Jose Agus;1;40;5881;PA
 VPPWP2-NA2;1;PAPUE ;Ave. Domingo Diaz_Ave. Jose Mari;1;40;0;PC
 VPPWP2-NA2;2;ESTLP2A;Ave. Domingo Diaz_Ave. Jose Mari;1;40;322;PC
 VPPWP2-NA2;3;BSATM2A;Ave. Domingo Diaz_Ave. Jose Mari;1;60;1022;PC
 VPPWP2-NA2;4;NCATM2A;Ave. Domingo Diaz_Ave. Jose Mari;1;60;1869;PC
 VPPWP2-NA2;5;PPETM4A;Ave. Domingo Diaz_Ave. Jose Mari;1;60;2513;PC
 VPPWP2-NA2;6;BALPE2A;Ave. Domingo Diaz_Ave. Jose Mari;1;40;2666;PC
 VPPWP2-NA2;7;PAZPE2A;Ave. Domingo Diaz_Ave. Jose Mari;1;40;2928;PC
 VPPWP2-NA2;8;NAZPE2A;Ave. Domingo Diaz_Ave. Jose Mari;1;40;3333;PC
 VPPWP2-NA2;9;TVLPE2A;Ave. Domingo Diaz_Ave. Jose Mari;1;40;3923;PC
 VPPWP2-NA2;10;VLOPE2A;Ave. Domingo Diaz_Ave. Jose Mari;1;40;3998;PC
 VPPWP2-NA2;11;RANPE2A;Ave. Domingo Diaz_Ave. Jose Mari;1;40;4611;PC
 VPPWP2-NA2;12;SJOSJ2A;Ave. Domingo Diaz_Ave. Jose Mari;1;40;5077;PC
 VPCSDI-NA2;16;LOMPA2A;Corredor Sur;1;60;29403;PC
 VPCSDI-NA2;17;DANPA3A;Corredor Sur;1;60;29690;PC
 VPCSDI-NA2;18;H24PA2A;Corredor Sur;1;60;29945;PC
 VPCSDI-NA2;19;PESPA2A;Corredor Sur;1;60;30352;PC
 VPCSDI-NA2;20;FONPA2A;Corredor Sur;1;60;30795;PC
 VPCSDI-NA2;21;ENCPA2A;Corredor Sur;1;60;31536;PC
 VPCSDI-NA2;22;DONPA2A;Corredor Sur;1;60;32536;PC
 VPCSDI-NA2;23;24DDI2A;Corredor Sur;1;60;32900;PC
 VPCSDI-NA2;24;CCATO4A;Corredor Sur;1;60;33092;PC
 VPCSDI-NA2;25;CZIPA2A;Corredor Sur;1;60;33251;PC
 VPCSDI-NA2;26;PARED2A;Corredor Sur;1;60;33741;PC
 VPCSDO-NA2;1;PACHO ;Corredor Sur;1;40;0;PC
 VPCSDO-NA2;2;C26CT3A;Corredor Sur;1;40;4963;PC
 VPCSDO-NA2;3;C32CT3A;Corredor Sur;1;60;5480;PC
 VPCSDO-NA2;4;C41CT3A;Corredor Sur;1;60;6231;PC
 VPCSDO-NA2;5;C49CT3A;Corredor Sur;1;60;7145;PC
 VPCSDO-NA2;6;CESCO1A;Corredor Sur;1;80;14137;PC
 VPCSDO-NA2;7;AMEPA2A;Corredor Sur;1;60;26822;PC
 VPCSDO-NA2;8;MANPA2A;Corredor Sur;1;60;27716;PC
 VPCSDO-NA2;9;PMAPA4A;Corredor Sur;1;60;27836;PC
 VPCSDO-NA2;10;INDPA2A;Corredor Sur;1;60;28320;PC
 VPCSDO-NA2;11;LOMPA2A;Corredor Sur;1;60;28975;PC
 VPCSDO-NA2;12;DANPA3A;Corredor Sur;1;60;29262;PC
 VPCSDO-NA2;13;H24PA2A;Corredor Sur;1;60;29517;PC
 VPCSDO-NA2;14;PESPA2A;Corredor Sur;1;60;29924;PC
 VPCSDO-NA2;15;FONPA2A;Corredor Sur;1;60;30367;PC
 VPCSDO-NA2;16;ENCPA2A;Corredor Sur;1;60;31108;PC
 VPCSDO-NA2;17;DONPA2A;Corredor Sur;1;60;32108;PC
 VPCSDO-NA2;18;24DDI2A;Corredor Sur;1;60;32472;PC
 VPCSDO-NA2;19;CCATO4A;Corredor Sur;1;60;32664;PC
 VPCSDO-NA2;20;CZIPA2A;Corredor Sur;1;60;32823;PC
 VPCSDO-NA2;21;PARED2A;Corredor Sur;1;60;33313;PC
 VPCSDO-NA2;22;PARED1A;Corredor Sur;1;60;34048;PC
 VPCSDO-NA2;23;CZIPA1A;Corredor Sur;1;60;34387;PC
 VPCSDO-NA2;24;ESTA24A;Corredor Sur;1;60;34690;PC
 VPCSDR-NA2;1;PACHO ;Corredor Sur;1;40;0;PC
 VPCSDR-NA2;2;C26CT3A;Corredor Sur;1;40;4963;PC
 VPCSDR-NA2;3;C32CT3A;Corredor Sur;1;60;5480;PC
 VPCSDR-NA2;4;C41CT3A;Corredor Sur;1;60;6231;PC
 VPCSDR-NA2;5;C49CT3A;Corredor Sur;1;60;7145;PC
 VPCSDR-NA2;6;PAICT2A;Corredor Sur;1;60;7693;PC
 VPCSDR-NA2;7;GMAVI4A;Corredor Sur;1;60;7972;PC
 VPCSDR-NA2;8;GATCS2A;Corredor Sur;1;80;10477;PC
 VPCSDR-NA2;9;CESCO1A;Corredor Sur;1;80;14178;PC
 VPCSDR-NA2;10;LLBCS2A;Corredor Sur;1;80;17191;PC
 VPCSDR-NA2;11;GLACS2A;Corredor Sur;1;80;21161;PC
 VPCSDR-NA2;12;AMEPA2A;Corredor Sur;1;60;27250;PC
