rt_id;sn;stop_cd;pattn_detail_id;is_active;lmt_spd;dist;topology
VBRCSMC-N1;9;URRACCA;Corredor Sur;1;60;10841;PA 
VBRCSMC-N1;10;C39CT3A;Corredor Sur;1;60;11362;PA 
VBRCSMC-N1;11;HNICT3A;Corredor Sur;1;60;11709;PA 
VBRCSMC-N1;12;BOULECA;Corredor Sur;1;60;12228;PA 
VBRCSMC-N1;13;MERMACA;Corredor Sur;1;60;13018;PA 
VBRCSPC-N1;1;BALBO2A;Corredor Sur;1;60;0;PA 
VBRCSPC-N1;2;BALBO1A;Corredor Sur;1;60;714;PA 
VBRCSPC-N1;3;PBAVE4A;Corredor Sur;1;60;801;PC 
VBRCSPC-N1;4;BGEPV1A;Corredor Sur;1;60;1104;PA 
VBRCSPC-N1;5;GATCS1A;Corredor Sur;1;80;6825;PC 
VBRCSPC-N1;6;GMAVI4A;Corredor Sur;1;60;9325;PC 
VBRCSPC-N1;7;PAICT1A;Corredor Sur;1;60;9557;PA 
VBRCSPC-N1;8;AQGCT3A;Corredor Sur;1;40;10160;PA 
VBRCSPC-N1;9;URRACCA;Corredor Sur;1;60;10841;PA 
VBRCSPC-N1;10;C39CT3A;Corredor Sur;1;60;11362;PA 
VBRCSPC-N1;11;HNICT3A;Corredor Sur;1;60;11709;PA 
VBRCSPC-N1;12;BOULECA;Corredor Sur;1;60;12228;PA 
VBRCSPC-N1;13;PACHO ;Corredor Sur;1;40;17148;PC 
VBRCSPH-N1;1;BALBO2A;Corredor Sur;1;60;0;PA 
VBRCSPH-N1;2;BALBO1A;Corredor Sur;1;60;714;PA 
VBRCSPH-N1;3;PBAVE4A;Corredor Sur;1;60;801;PC 
VBRCSPH-N1;4;BGEPV1A;Corredor Sur;1;60;1104;PA 
VBRCSPH-N1;5;GATCS1A;Corredor Sur;1;80;6825;PC 
VBRCSPH-N1;6;GMAVI4A;Corredor Sur;1;60;9325;PC 
VBRCSPH-N1;7;PAICT1A;Corredor Sur;1;60;9557;PA 
VBRCSPH-N1;8;AQGCT3A;Corredor Sur;1;40;10160;PA 
VBRCSPH-N1;9;URRACCA;Corredor Sur;1;60;10841;PA 
VBRCSPH-N1;10;C39CT3A;Corredor Sur;1;60;11362;PA 
VBRCSPH-N1;11;HNICT3A;Corredor Sur;1;60;11709;PA 
VBRCSPH-N1;12;BOULECA;Corredor Sur;1;60;12228;PA 
VBRCSPH-N1;13;ABACE1A;Corredor Sur;1;60;14901;PA 
VBRCSPH-N1;14;PACUR ;Corredor Sur;1;40;16516;PC 
VBRCSVV-N1;1;BALBO2A;Corredor Sur;1;60;0;PA 
VBRCSVV-N1;2;BALBO1A;Corredor Sur;1;60;714;PA 
VBRCSVV-N1;3;PBAVE4A;Corredor Sur;1;60;801;PC 
VBRCSVV-N1;4;BGEPV1A;Corredor Sur;1;60;1104;PA 
VBRCSVV-N1;5;GATCS1A;Corredor Sur;1;80;6825;PC 
VBRCSVV-N1;6;GMAVI4A;Corredor Sur;1;60;9325;PC 
VBRCSVV-N1;7;PAICT1A;Corredor Sur;1;60;9557;PA 
VBRCSVV-N1;8;MSAVE3A;Corredor Sur;1;60;11565;PA 
VBRCSVV-N1;9;MSOCE2A;Corredor Sur;1;60;11843;PA 
VBRCSVV-N1;10;VVETK2A;Corredor Sur;1;60;12377;PA 
VBRDDE1-N2;1;BALBO2A;Ave. Domingo Diaz;1;60;0;PA 
VBRDDE1-N2;2;BALBO1A;Ave. Domingo Diaz;1;60;714;PA 
VBRDDE1-N2;3;CCOTM2A;Ave. Domingo Diaz;1;60;2342;PA 
VBRDDE1-N2;4;CLITM3A;Ave. Domingo Diaz;1;60;2606;PA 
VBRDDE1-N2;5;VLUTM2A;Ave. Domingo Diaz;1;60;2953;PA 
VBRDDE1-N2;6;PCOTM2A;Ave. Domingo Diaz;1;60;3429;PA 
VBRDDE1-N2;7;CRITM2A;Ave. Domingo Diaz;1;60;4100;PA 
VBRDDE1-N2;8;SCNTM2A;Ave. Domingo Diaz;1;60;4522;PA 
VBRDDE1-N2;9;SPNTM2A;Ave. Domingo Diaz;1;60;5123;PA 
VBRDDE1-N2;10;BRITM2A;Ave. Domingo Diaz;1;60;5453;PA 
VBRDDE1-N2;11;CVITM2A;Ave. Domingo Diaz;1;60;6091;PA 
VBRDDE1-N2;12;ESTLP2A;Ave. Domingo Diaz;1;40;6497;PA 
VBRDDPP-N2;1;BALBO2A;Ave. Domingo Diaz;1;60;0;PA 
VBRDDPP-N2;2;BALBO1A;Ave. Domingo Diaz;1;60;714;PA 
VBRDDPP-N2;3;CCOTM2A;Ave. Domingo Diaz;1;60;2342;PA 
VBRDDPP-N2;4;CLITM3A;Ave. Domingo Diaz;1;60;2606;PA 
VBRDDPP-N2;5;VLUTM2A;Ave. Domingo Diaz;1;60;2953;PA 
VBRDDPP-N2;6;PCOTM2A;Ave. Domingo Diaz;1;60;3429;PA 
 DOVEC-R;46;GLOCS4A;Via Espa�a;1;60;19478;PC 
 DOVEC-R;47;AMEPA2A;Via Espa�a;1;60;20202;PA 
 DOVEC-R;48;MANPA2A;Via Espa�a;1;60;21096;PA 
 DOVEC-R;49;PMAPA4A;Via Espa�a;1;60;21216;PC 
 DOVEC-R;50;INDPA2A;Via Espa�a;1;60;21700;PA 
 DOVEC-R;51;LOMPA2A;Via Espa�a;1;60;22355;PA 
 DOVEC-R;52;DANPA3A;Via Espa�a;1;60;22642;PA 
 DOVEC-R;53;H24PA2A;Via Espa�a;1;60;22897;PA 
 DOVEC-R;54;PESPA2A;Via Espa�a;1;60;23304;PA 
 DOVEC-R;55;FONPA2A;Via Espa�a;1;60;23747;PA 
 DOVEC-R;56;ENCPA2A;Via Espa�a;1;60;24488;PA 
 DOVEC-R;57;DONPA2A;Via Espa�a;1;60;25488;PA 
 DOVEC-R;58;24DDI2A;Via Espa�a;1;60;25852;PA 
ACNAL-I;1;EALCDIA;Corredor Norte;1;30;0;PA 
ACNAL-I;2;CESAZ3A;Corredor Norte;1;30;184;PA 
ACNAL-I;3;CJGAZ3A;Corredor Norte;1;30;619;PA 
ACNAL-I;4;BOMAZ3A;Corredor Norte;1;30;938;PA 
ACNAL-I;5;CTAAZ3A;Corredor Norte;1;30;1217;PA 
ACNAL-I;6;IGLAZ3A;Corredor Norte;1;30;1444;PA 
ACNAL-I;7;CORAZ3A;Corredor Norte;1;30;1684;PA 
ACNAL-I;8;OLAAZ3A;Corredor Norte;1;20;1907;PA 
ACNAL-I;9;LIVAZ3A;Corredor Norte;1;20;2160;PA 
ACNAL-I;10;ALTAZ3A;Corredor Norte;1;20;2403;PA 
ACNAL-I;11;GRIAZ3A;Corredor Norte;1;20;2550;PA 
ACNAL-I;12;CA7AZ3A;Corredor Norte;1;20;3038;PA 
ACNAL-I;13;C4BCB1A;Corredor Norte;1;40;3440;PA 
ACNAL-I;14;MELCB1A;Corredor Norte;1;30;4000;PA 
ACNAL-I;15;JUDCB1A;Corredor Norte;1;40;4390;PA 
ACNAL-I;16;MOCON1A;Corredor Norte;1;60;4725;PA 
ACNAL-I;17;ECATK4A;Corredor Norte;1;60;5186;PC 
ACNAL-I;18;CABTK1A;Corredor Norte;1;60;5452;PA 
ACNAL-I;19;FLOTK1A;Corredor Norte;1;60;5946;PA 
ACNAL-I;20;EBETK1A;Corredor Norte;1;60;6627;PA 
ACNAL-I;21;PLCTK1A;Corredor Norte;1;60;6832;PA 
ACNAL-I;22;GONTK1A;Corredor Norte;1;60;7260;PA 
ACNAL-I;23;LAJTK1A;Corredor Norte;1;60;7961;PA 
ACNAL-I;24;PALTK1A;Corredor Norte;1;60;8361;PA 
ACNAL-I;25;ROCTK1A;Corredor Norte;1;60;8715;PA 
ACNAL-I;26;ULATK1A;Corredor Norte;1;60;9098;PA 
ACNAL-I;27;ZAITK1A;Corredor Norte;1;60;9389;PA 
ACNAL-I;28;CELTK1A;Corredor Norte;1;60;9735;PA 
ACNAL-I;29;CHITK1A;Corredor Norte;1;60;9982;PA 
ACNAL-I;30;MILTK1A;Corredor Norte;1;60;10659;PA 
ACNAL-I;31;BNPTK1A;Corredor Norte;1;60;10967;PA 
ACNAL-I;32;ESTSI1A;Corredor Norte;1;60;11338;PA 
ACNAL-I;33;CRUTK1A;Corredor Norte;1;60;11668;PA 
ACNAL-I;34;TINCN1A;Corredor Norte;1;80;14738;PC 
ACNAL-I;35;GMSCN1A;Corredor Norte;1;80;23180;PC 
ACNAL-I;36;AVNCE4A;Corredor Norte;1;60;23460;PC 
ACNAL-I;37;MSOCE1A;Corredor Norte;1;60;23753;PA 
ACNAL-I;38;PERVE3A;Corredor Norte;1;60;24351;PA 
ACNAL-I;39;IGLDB3A;Corredor Norte;1;60;24625;PA 
ACNAL-I;40;PCACE3A;Corredor Norte;1;60;24913;PA 
ACNAL-I;41;CAMCE3A;Corredor Norte;1;60;25553;PA 
ACNAL-I;42;MOGCE4A;Corredor Norte;1;60;25612;PC 
ACNAL-I;43;ABACE1A;Corredor Norte;1;60;26354;PA 
ACNAL-I;44;PNACE1A;Corredor Norte;1;40;26919;PA 
ACNAL-I;45;ALBROCG;Corredor Norte;1;40;29437;PA 
ACNAL-R;1;ALBROCG;Corredor Norte;1;40;0;PA 
ACNAL-R;2;PNACE2A;Corredor Norte;1;40;3154;PA 
ACNAL-R;3;ABACE2A;Corredor Norte;1;40;3471;PA 
ACNAL-R;4;MOGCE4A;Corredor Norte;1;60;4464;PC 
ACNAL-R;5;ESTAMAH;Corredor Norte;1;40;5502;PA 
ACNAL-R;6;MCACE3A;Corredor Norte;1;40;5907;PA 
ACNAL-R;7;C28CE3A;Corredor Norte;1;60;6245;PA 
ACNAL-R;8;LONCE3A;Corredor Norte;1;60;6529;PA 
ACNAL-R;9;PFACE3A;Corredor Norte;1;60;6808;PA 
ACNAL-R;10;MEFCE4A;Corredor Norte;1;60;6947;PC 
ACNAL-R;11;BELCE3A;Corredor Norte;1;60;7482;PA 
ACNAL-R;12;C45JA3A;Corredor Norte;1;60;8107;PA 
ACNAL-R;13;ARAJA4A;Corredor Norte;1;60;8253;PC 
ACNAL-R;14;MSOCE2A;Corredor Norte;1;60;8578;PA 
ACNAL-R;15;AVNCE4A;Corredor Norte;1;60;8867;PC 
ACNAL-R;16;GMSCN2A;Corredor Norte;1;80;9142;PC 
ACNAL-R;17;TINCN2A;Corredor Norte;1;80;17468;PC 
ACNAL-R;18;ETITK3A;Corredor Norte;1;40;19878;PA 
ACNAL-R;19;CSITK2A;Corredor Norte;1;60;20086;PA 
ACNAL-R;20;ESTSI2A;Corredor Norte;1;60;20751;PA 
ACNAL-R;21;BNPTK2A;Corredor Norte;1;60;20940;PA 
ACNAL-R;22;MILTK2A;Corredor Norte;1;60;21064;PA 
ACNAL-R;23;CHITK2A;Corredor Norte;1;60;21748;PA 
ACNAL-R;24;CELTK2A;Corredor Norte;1;60;22026;PA 
ACNAL-R;25;ZAITK2A;Corredor Norte;1;60;22339;PA 
ACNAL-R;26;ULATK2A;Corredor Norte;1;60;22579;PA 
ACNAL-R;27;ROCTK2A;Corredor Norte;1;60;23007;PA 
ACNAL-R;28;PALTK2A;Corredor Norte;1;60;23275;PA 
ACNAL-R;29;LAJTK2A;Corredor Norte;1;60;23738;PA 
ACNAL-R;30;GONTK2A;Corredor Norte;1;60;24502;PA 
ACNAL-R;31;EBETK2A;Corredor Norte;1;60;25040;PA 
ACNAL-R;32;FLOTK2A;Corredor Norte;1;60;25633;PA 
ACNAL-R;33;CABTK2A;Corredor Norte;1;60;26244;PA 
ACNAL-R;34;ECATK4A;Corredor Norte;1;60;26539;PC 
ACNAL-R;35;CIUCB2A;Corredor Norte;1;60;27047;PA 
ACNAL-R;36;VCUTK2A;Corredor Norte;1;60;27633;PA 
ACNAL-R;37;ROQTK2A;Corredor Norte;1;60;27960;PA 
ACNAL-R;38;EALCDIA;Corredor Norte;1;30;28592;PA 
ACNAL-R;39;CESAZ3A;Corredor Norte;1;30;28776;PA 
ACNAL-R;40;CJGAZ3A;Corredor Norte;1;30;29211;PA 
ACNAL-R;41;BOMAZ3A;Corredor Norte;1;30;29530;PA 
ACNAL-R;42;CTAAZ3A;Corredor Norte;1;30;29809;PA 
ACNAL-R;43;IGLAZ3A;Corredor Norte;1;30;30036;PA 
ACNAL-R;44;CORAZ3A;Corredor Norte;1;30;30276;PA 
BLVTO-R;2;VLOVE2A;Via Espa�a;1;60;726;PA 
BLVTO-R;3;PCAVE2A;Via Espa�a;1;60;1433;PA 
BLVTO-R;4;LIMVE2A;Via Espa�a;1;60;1733;PA 
BLVTO-R;5;POLVE2A;Via Espa�a;1;60;2052;PA 
BLVTO-R;6;ERFVE2A;Via Espa�a;1;60;2250;PA 
BLVTO-R;7;PJDVE2A;Via Espa�a;1;60;2702;PA 
BLVTO-R;8;SCSVE2A;Via Espa�a;1;60;3018;PA 
BLVTO-R;9;SCOVE2A;Via Espa�a;1;60;3244;PA 
BLVTO-R;10;SPSVE2A;Via Espa�a;1;60;3645;PA 
BLVTO-R;11;SFEVE2A;Via Espa�a;1;60;3857;PA 
BLVTO-R;12;GUAVE2A;Via Espa�a;1;60;4096;PA 
BLVTO-R;13;ESTAD2C;Via Espa�a;1;40;5120;PA 
BLVTO-R;14;PINVE2A;Via Espa�a;1;60;5554;PA 
BLVTO-R;15;JUAVE2A;Via Espa�a;1;60;6280;PA 
BLVTO-R;16;CCOVE2A;Via Espa�a;1;60;6960;PA 
BLVTO-R;17;JJVAL2A;Via Espa�a;1;60;7191;PA 
BLVTO-R;18;CCRUCEA;Via Espa�a;1;60;7387;PA 
BLVTO-R;19;139TM2A;Via Espa�a;1;40;8146;PA 
BLVTO-R;20;BOSTM2A;Via Espa�a;1;60;8741;PA 
BLVTO-R;21;149TM3A;Via Espa�a;1;60;8979;PA 
BLVTO-R;22;ISTTM2A;Via Espa�a;1;60;9734;PA 
BLVTO-R;23;CARTM3A;Via Espa�a;1;60;10194;PA 
BLVTO-R;24;GLOCS4A;Via Espa�a;1;60;10971;PC 
BLVTO-R;25;INATM2A;Via Espa�a;1;60;11544;PA 
BLVTO-R;26;TMOTM2A;Via Espa�a;1;60;12257;PA 
BLVTO-R;27;AERTM2A;Via Espa�a;1;50;12842;PA 
BLVTO-R;28;CAETO2A;Via Espa�a;1;50;13097;PA 
BLVTO-R;29;PANTO2A;Via Espa�a;1;50;13546;PA 
BLVTO-R;30;MORTO2A;Via Espa�a;1;50;13756;PA 
BLVTO-R;31;BOMTO2A;Via Espa�a;1;50;14301;PA 
BLVTO-R;32;MLOTO2A;Via Espa�a;1;40;14776;PA 
BLVTO-R;33;SANTO2A;Via Espa�a;1;50;15157;PA 
BLVTO-R;34;ERITO2A;Via Espa�a;1;50;15666;PA 
BLVTO-R;35;COTTO2A;Via Espa�a;1;50;16296;PA 
BLVTO-R;36;CRUTO2A;Via Espa�a;1;40;16783;PA 
BLVTO-R;37;GARTO2A;Via Espa�a;1;50;17400;PA 
BLVTO-R;38;BAJTO2A;Via Espa�a;1;50;17915;PA 
BLVTO-R;39;BRITO2A;Via Espa�a;1;50;18226;PA 
BLVTO-R;40;CSVTO2A;Via Espa�a;1;50;18478;PA 
BLVTO-R;41;SVITO2A;Via Espa�a;1;50;18673;PA 
BLVTO-R;42;ELSTO2A;Via Espa�a;1;60;18898;PA 
BLVTO-R;43;SIETO4A;Via Espa�a;1;50;19156;PC 
BLVTO-R;44;CLSTO2A;Via Espa�a;1;60;19176;PA 
BLVTO-R;45;TOCTO2A;Via Espa�a;1;40;19634;PA 
BLVTO-R;46;COLTO2A;Via Espa�a;1;40;20179;PA 
BLVTO-R;47;ESTASIC;Via Espa�a;1;40;20651;PA 
BOMAL-DI;1;AMANE1A;Tumba Muerto;1;40;0;PA 
BOMAL-DI;2;RAYCB3A;Tumba Muerto;1;40;323;PA 
BOMAL-DI;3;AVRCB3A;Tumba Muerto;1;40;516;PA 
BOMAL-DI;4;MSRCB3A;Tumba Muerto;1;40;763;PA 
BOMAL-DI;5;AMANE2A;Tumba Muerto;1;40;999;PA 
BOMAL-DI;6;VBOCB1A;Tumba Muerto;1;40;1280;PA 
BOMAL-DI;7;AVFCB1A;Tumba Muerto;1;40;1599;PA 
BOMAL-DI;8;BOLIV1A;Tumba Muerto;1;40;1959;PA 
BOMAL-DI;9;TERCB1A;Tumba Muerto;1;40;2550;PA 
BOMAL-DI;10;C7BCB1A;Tumba Muerto;1;40;2982;PA 
BOMAL-DI;11;C4BCB1A;Tumba Muerto;1;40;3269;PA 
BOMAL-DI;12;MELCB1A;Tumba Muerto;1;30;3829;PA 
BOMAL-DI;13;JUDCB1A;Tumba Muerto;1;40;4219;PA 
BOMAL-DI;14;MOCON1A;Tumba Muerto;1;60;4554;PA 
BOMAL-DI;15;ECATK4A;Tumba Muerto;1;60;5015;PC 
BOMAL-DI;16;CABTK1A;Tumba Muerto;1;60;5281;PA 
BOMAL-DI;17;FLOTK1A;Tumba Muerto;1;60;5775;PA 
BOMAL-DI;18;EBETK1A;Tumba Muerto;1;60;6456;PA 
BOMAL-DI;19;PLCTK1A;Tumba Muerto;1;60;6661;PA 
BOMAL-DI;20;GONTK1A;Tumba Muerto;1;60;7089;PA 
BOMAL-DI;21;LAJTK1A;Tumba Muerto;1;60;7790;PA 
BOMAL-DI;22;PALTK1A;Tumba Muerto;1;60;8190;PA 
BOMAL-DI;23;ROCTK1A;Tumba Muerto;1;60;8544;PA 
BOMAL-DI;24;ULATK1A;Tumba Muerto;1;60;8927;PA 
BOMAL-DI;25;ZAITK1A;Tumba Muerto;1;60;9218;PA 
BOMAL-DI;26;CELTK1A;Tumba Muerto;1;60;9564;PA 
BOMAL-DI;27;CHITK1A;Tumba Muerto;1;60;9811;PA 
BOMAL-DI;28;MILTK1A;Tumba Muerto;1;60;10488;PA 
BOMAL-DI;29;BNPTK1A;Tumba Muerto;1;60;10796;PA 
BOMAL-DI;30;ESTSI1A;Tumba Muerto;1;60;11167;PA 
BOMAL-DI;31;CRUTK1A;Tumba Muerto;1;60;11497;PA 
BOMAL-DI;32;PMACN4A;Tumba Muerto;1;60;12068;PC 
BOMAL-DI;33;OJOAG1A;Tumba Muerto;1;60;12470;PA 
BOMAL-DI;34;IBVTK1A;Tumba Muerto;1;60;12920;PA 
BOMAL-DI;35;ESTAN1A;Tumba Muerto;1;60;13261;PA 
BOMAL-DI;36;SJOTK1A;Tumba Muerto;1;60;13867;PA 
BOMAL-DI;37;RODTK1A;Tumba Muerto;1;60;14173;PA 
BOMAL-DI;38;PAZTK1A;Tumba Muerto;1;60;14545;PA 
BOMAL-DI;39;ERUTK1A;Tumba Muerto;1;60;14766;PA 
BOMAL-DI;40;SMATM1A;Tumba Muerto;1;60;15688;PA 
BOMAL-DI;41;CMOTM1A;Tumba Muerto;1;60;16161;PA 
BOMAL-DI;42;LIVTM1A;Tumba Muerto;1;60;16680;PA 
BOMAL-DI;43;USMTM1A;Tumba Muerto;1;60;17117;PA 
BOMAL-DI;44;LIBTM1A;Tumba Muerto;1;60;17432;PA 
BOMAL-DI;45;CORTM1A;Tumba Muerto;1;60;17890;PA 
BOMAL-DI;46;GCETM4A;Tumba Muerto;1;60;18216;PC 
VBRDDPP-N2;7;CRITM2A;Ave. Domingo Diaz;1;60;4100;PA 
VBRDDPP-N2;8;SCNTM2A;Ave. Domingo Diaz;1;60;4522;PA 
VBRDDPP-N2;9;SPNTM2A;Ave. Domingo Diaz;1;60;5123;PA 
VBRDDPP-N2;10;BRITM2A;Ave. Domingo Diaz;1;60;5453;PA 
VBRDDPP-N2;11;CVITM2A;Ave. Domingo Diaz;1;60;6091;PA 
VBRDDPP-N2;12;PAPUE ;Ave. Domingo Diaz;1;40;6287;PC 
VBRDD99-N2;1;BALBO2A;Ave. Domingo Diaz;1;60;0;PA 
VBRDD99-N2;2;BALBO1A;Ave. Domingo Diaz;1;60;714;PA 
VBRDD99-N2;3;PBAVE4A;Ave. Domingo Diaz;1;60;801;PC 
VBRDD99-N2;4;VGAVR2A;Ave. Domingo Diaz;1;60;1311;PA 
VBRDD99-N2;5;ROOTM1A;Ave. Domingo Diaz;1;40;1912;PA 
VBRDD99-N2;6;SHETM1A;Ave. Domingo Diaz;1;60;2567;PA 
VBRDD99-N2;7;ESTCO1A;Ave. Domingo Diaz;1;40;3193;PA 
VBRDD99-N2;8;PSMTK4A;Ave. Domingo Diaz;1;60;3670;PC 
VBRDD99-N2;9;MASMITA;Ave. Domingo Diaz;1;60;3847;PA 
VBRDD99-N2;10;GESTATA;Ave. Domingo Diaz;1;60;5200;PA 
VBRDD99-N2;11;SSMTM3A;Ave. Domingo Diaz;1;50;5576;PA 
VBRDPPD-N2;1;BALBO2A;Ave. Domingo Diaz_Panamericana;1;60;0;PA 
VBRDPPD-N2;2;VLOVE2A;Ave. Domingo Diaz_Panamericana;1;60;698;PA 
VBRDPPD-N2;3;PCAVE2A;Ave. Domingo Diaz_Panamericana;1;60;1405;PA 
VBRDPPD-N2;4;LIMVE2A;Ave. Domingo Diaz_Panamericana;1;60;1705;PA 
VBRDPPD-N2;5;POLVE2A;Ave. Domingo Diaz_Panamericana;1;60;2024;PA 
VBRDPPD-N2;6;ERFVE2A;Ave. Domingo Diaz_Panamericana;1;60;2222;PA 
VBRDPPD-N2;7;PJDVE2A;Ave. Domingo Diaz_Panamericana;1;60;2674;PA 
VBRDPPD-N2;8;SCSVE2A;Ave. Domingo Diaz_Panamericana;1;60;2990;PA 
VBRDPPD-N2;9;SCOVE2A;Ave. Domingo Diaz_Panamericana;1;60;3216;PA 
VBRDPPD-N2;10;SPSVE2A;Ave. Domingo Diaz_Panamericana;1;60;3617;PA 
VBRDPPD-N2;11;SFEVE2A;Ave. Domingo Diaz_Panamericana;1;60;3829;PA 
VBRDPPD-N2;12;GUAVE2A;Ave. Domingo Diaz_Panamericana;1;60;4068;PA 
VBRDPPD-N2;13;ESTAD2A;Ave. Domingo Diaz_Panamericana;1;40;5092;PA 
VBRDPPD-N2;14;PINVE2A;Ave. Domingo Diaz_Panamericana;1;60;5526;PA 
VBRDPPD-N2;15;JUAVE2A;Ave. Domingo Diaz_Panamericana;1;60;6252;PA 
VBRDPPD-N2;16;CCOVE2A;Ave. Domingo Diaz_Panamericana;1;60;6932;PA 
VBRDPPD-N2;17;JJVAL2A;Ave. Domingo Diaz_Panamericana;1;60;7163;PA 
VBRDPPD-N2;18;CCRUCEA;Ave. Domingo Diaz_Panamericana;1;60;7359;PA 
VCACSPC-N1;20;BOULECA;Corredor Sur;1;60;24923;PA 
VCACSPC-N1;21;PACHO ;Corredor Sur;1;40;29843;PC 
VCACSPH-N1;1;PENAB1A;Corredor Sur;1;40;0;PA 
VCACSPH-N1;2;MAINT1A;Corredor Sur;1;40;410;PA 
VCACSPH-N1;3;TRAMN1A;Corredor Sur;1;40;659;PA 
VCACSPH-N1;4;VBEMN1A;Corredor Sur;1;40;901;PA 
VCACSPH-N1;5;BELMN1A;Corredor Sur;1;40;1268;PA 
VCACSPH-N1;6;PMAPA4A;Corredor Sur;1;60;1806;PC 
VCACSPH-N1;7;MANPA1A;Corredor Sur;1;60;2095;PA 
VCACSPH-N1;8;AMEPA1A;Corredor Sur;1;80;2904;PA 
VCACSPH-N1;9;GLOCS4A;Corredor Sur;1;60;3241;PC 
VCACSPH-N1;10;GLACS1A;Corredor Sur;1;80;8576;PC 
VCACSPH-N1;11;LLBCS1A;Corredor Sur;1;80;12546;PC 
VCACSPH-N1;12;CESCO1A;Corredor Sur;1;80;15758;PC 
VCACSPH-N1;13;GATCS1A;Corredor Sur;1;80;19520;PC 
VCACSPH-N1;14;GMAVI4A;Corredor Sur;1;60;22020;PC 
VCACSPH-N1;15;PAICT1A;Corredor Sur;1;60;22252;PA 
VCACSPH-N1;16;AQGCT3A;Corredor Sur;1;40;22855;PA 
VCACSPH-N1;17;URRACCA;Corredor Sur;1;60;23536;PA 
VCACSPH-N1;18;C39CT3A;Corredor Sur;1;60;24057;PA 
VCACSPH-N1;19;HNICT3A;Corredor Sur;1;60;24404;PA 
VCACSPH-N1;20;ABACE1A;Corredor Sur;1;60;26924;PA 
VCACSPH-N1;21;PACUR ;Corredor Sur;1;40;28539;PC 
VCADDE1-N2;1;PENAB1A;Ave. Domingo Diaz;1;40;0;PA 
VCADDE1-N2;2;MAINT1A;Ave. Domingo Diaz;1;40;410;PA 
VCADDE1-N2;3;TRAMN1A;Ave. Domingo Diaz;1;40;659;PA 
VCADDE1-N2;4;VBEMN1A;Ave. Domingo Diaz;1;40;901;PA 
VCADDE1-N2;5;BELMN1A;Ave. Domingo Diaz;1;40;1268;PA 
VCADDE1-N2;6;PMAPA4A;Ave. Domingo Diaz;1;60;1806;PC 
VCADDE1-N2;7;MANPA1A;Ave. Domingo Diaz;1;60;2095;PA 
VCADDE1-N2;8;AMEPA1A;Ave. Domingo Diaz;1;80;2904;PA 
VCADDE1-N2;9;UTPTM1A;Ave. Domingo Diaz;1;60;3516;PC 
VCADDE1-N2;10;CARTM1A;Ave. Domingo Diaz;1;60;4002;PA 
VCADDE1-N2;11;ISTTM1A;Ave. Domingo Diaz;1;60;4362;PA 
VCADDE1-N2;12;BOSTM1A;Ave. Domingo Diaz;1;60;5436;PA 
VCADDE1-N2;13;CA1391A;Ave. Domingo Diaz;1;60;5967;PA 
VCADDE1-N2;14;PPETM4A;Ave. Domingo Diaz;1;60;6747;PC 
VCADDE1-N2;15;NCATM1A;Ave. Domingo Diaz;1;60;7256;PA 
VCADDE1-N2;16;BSATM1A;Ave. Domingo Diaz;1;60;8103;PA 
VCADDE1-N2;17;ESTLP2A;Ave. Domingo Diaz;1;40;9353;PA 
VCAMDER-P2;1;PENAB1A;Ave. Jose Maria Torrijos_Ave. Do;1;40;0;PA 
VCAMDER-P2;2;MAINT1A;Ave. Jose Maria Torrijos_Ave. Do;1;40;410;PA 
VCAMDER-P2;3;TRAMN1A;Ave. Jose Maria Torrijos_Ave. Do;1;40;659;PA 
VCAMDER-P2;4;VBEMN1A;Ave. Jose Maria Torrijos_Ave. Do;1;40;901;PA 
VCAMDER-P2;5;BELMN1A;Ave. Jose Maria Torrijos_Ave. Do;1;40;1268;PA 
VCAMDER-P2;6;PAGMN1A;Ave. Jose Maria Torrijos_Ave. Do;1;50;2068;PA 
 DROCE-I;1;DORAD1A;Transversal;1;60;0;PA 
 DROCE-I;2;FEMBT1A;Transversal;1;60;471;PA 
 DROCE-I;3;C72BT1A;Transversal;1;60;919;PA 
 DROCE-I;4;REABT1A;Transversal;1;60;1262;PA 
 DROCE-I;5;IPHBT1A;Transversal;1;60;1670;PA 
 DROCE-I;6;C66BT1A;Transversal;1;60;2119;PA 
 DROCE-I;7;INGEN2A;Transversal;1;60;2864;PA 
 DROCE-I;8;ECXPZ3A;Transversal;1;60;3239;PA 
 DROCE-I;9;C74PZ3A;Transversal;1;60;3763;PA 
 DROCE-I;10;FSPAP1A;Transversal;1;60;4045;PA 
 DROCE-I;11;C76PZ3A;Transversal;1;60;4417;PA 
 DROCE-I;12;VCAPZ3A;Transversal;1;60;4831;PA 
 DROCE-I;13;CORTM2A;Transversal;1;60;5426;PA 
 DROCE-I;14;LIBTM2A;Transversal;1;60;5866;PA 
 DROCE-I;15;LIBTM1A;Transversal;1;60;6694;PA 
 DROCE-I;16;CORTM1A;Transversal;1;60;7038;PA 
 DROCE-I;17;MILAN3A;Transversal;1;60;7573;PA 
 DROCE-I;18;CRITM3A;Transversal;1;60;7918;PC 
 DROCE-I;19;ENCTM1A;Transversal;1;60;8203;PA 
 DROCE-I;20;ROCTM1A;Transversal;1;60;8667;PA 
 DROCE-I;21;ALTTM2A;Transversal;1;60;9868;PA 
 DROCE-I;22;CVLEV3A;Transversal;1;60;10658;PC 
